"airline","timeOfFlight","deptAirport","arrAirport","arrDay","arrTime","deptCountry","flightNumber","estimatedOutGateVariation","estimatedOutGate","estimatedOffGround","actualOutGateVariation","actualOutGate","actualOffGround","estimatedInGateVariation","estimatedInGate","estimatedOnGround","actualInGateVariation","actualInGate","actualOnGround","arrTerminal","arrGate","numStops","connections","miles"
"JL",118,"MEM","ORD","2024-08-01","07:10","US",7383,"00:00:00","2024-08-01T05:12:00-05:00",NA,"-00:09:00","2024-08-01T05:03:00-05:00","2024-08-01T05:12:00-05:00","-00:28:00","2024-08-01T06:42:00-05:00",NA,"-00:31:00","2024-08-01T06:39:00-05:00","2024-08-01T06:32:00-05:00","3","L20",0,list("None"),492.11
"AS",118,"MEM","ORD","2024-08-01","07:10","US",6103,"00:00:00","2024-08-01T05:12:00-05:00",NA,"-00:09:00","2024-08-01T05:03:00-05:00","2024-08-01T05:12:00-05:00","-00:28:00","2024-08-01T06:42:00-05:00",NA,"-00:31:00","2024-08-01T06:39:00-05:00","2024-08-01T06:32:00-05:00","3","L20",0,list("None"),492.11
"AA",118,"MEM","ORD","2024-08-01","07:10","US",3758,"00:00:00","2024-08-01T05:12:00-05:00",NA,"-00:09:00","2024-08-01T05:03:00-05:00","2024-08-01T05:12:00-05:00","-00:28:00","2024-08-01T06:42:00-05:00",NA,"-00:31:00","2024-08-01T06:39:00-05:00","2024-08-01T06:32:00-05:00","3","L20",0,list("None"),492.11
"NZ",257,"SFO","ORD","2024-08-01","11:32","US",9300,"00:00:00","2024-08-01T05:15:00-07:00","2024-08-01T05:30:00-07:00","-00:03:00","2024-08-01T05:12:00-07:00","2024-08-01T05:25:00-07:00","-00:10:00","2024-08-01T11:22:00-05:00","2024-08-01T11:17:00-05:00","00:02:00","2024-08-01T11:34:00-05:00","2024-08-01T11:12:00-05:00","1","C24",0,list("None"),1842.58
"VA",257,"SFO","ORD","2024-08-01","11:32","US",8104,"00:00:00","2024-08-01T05:15:00-07:00","2024-08-01T05:30:00-07:00","-00:03:00","2024-08-01T05:12:00-07:00","2024-08-01T05:25:00-07:00","-00:10:00","2024-08-01T11:22:00-05:00","2024-08-01T11:17:00-05:00","00:02:00","2024-08-01T11:34:00-05:00","2024-08-01T11:12:00-05:00","1","C24",0,list("None"),1842.58
"AC",257,"SFO","ORD","2024-08-01","11:32","US",4374,"00:00:00","2024-08-01T05:15:00-07:00","2024-08-01T05:30:00-07:00","-00:03:00","2024-08-01T05:12:00-07:00","2024-08-01T05:25:00-07:00","-00:10:00","2024-08-01T11:22:00-05:00","2024-08-01T11:17:00-05:00","00:02:00","2024-08-01T11:34:00-05:00","2024-08-01T11:12:00-05:00","1","C24",0,list("None"),1842.58
"JL",176,"BOS","ORD","2024-08-01","07:11","US",7491,"00:00:00","2024-08-01T05:15:00-04:00",NA,"-00:07:00","2024-08-01T05:08:00-04:00","2024-08-01T05:26:00-04:00","-00:32:00","2024-08-01T06:39:00-05:00",NA,"-00:32:00","2024-08-01T06:39:00-05:00","2024-08-01T06:27:00-05:00","3","H9",0,list("None"),864.37
"UA",257,"SFO","ORD","2024-08-01","11:32","US",561,"00:00:00","2024-08-01T05:15:00-07:00","2024-08-01T05:30:00-07:00","-00:03:00","2024-08-01T05:12:00-07:00","2024-08-01T05:25:00-07:00","-00:10:00","2024-08-01T11:22:00-05:00","2024-08-01T11:17:00-05:00","00:02:00","2024-08-01T11:34:00-05:00","2024-08-01T11:12:00-05:00","1","C24",0,list("None"),1842.58
"AA",176,"BOS","ORD","2024-08-01","07:11","US",1509,"00:00:00","2024-08-01T05:15:00-04:00",NA,"-00:07:00","2024-08-01T05:08:00-04:00","2024-08-01T05:26:00-04:00","-00:32:00","2024-08-01T06:39:00-05:00",NA,"-00:32:00","2024-08-01T06:39:00-05:00","2024-08-01T06:27:00-05:00","3","H9",0,list("None"),864.37
"AS",176,"BOS","ORD","2024-08-01","07:11","US",4555,"00:00:00","2024-08-01T05:15:00-04:00",NA,"-00:07:00","2024-08-01T05:08:00-04:00","2024-08-01T05:26:00-04:00","-00:32:00","2024-08-01T06:39:00-05:00",NA,"-00:32:00","2024-08-01T06:39:00-05:00","2024-08-01T06:27:00-05:00","3","H9",0,list("None"),864.37
"NZ",64,"MKE","ORD","2024-08-01","06:19","US",2632,"00:00:00","2024-08-01T05:15:00-05:00","2024-08-01T05:18:00-05:00","-00:14:00","2024-08-01T05:01:00-05:00","2024-08-01T05:16:00-05:00","-00:25:00","2024-08-01T05:54:00-05:00","2024-08-01T05:31:00-05:00","-00:26:00","2024-08-01T05:53:00-05:00","2024-08-01T05:42:00-05:00","2","F3",0,list("None"),66.93
"UA",64,"MKE","ORD","2024-08-01","06:19","US",5799,"00:00:00","2024-08-01T05:15:00-05:00","2024-08-01T05:18:00-05:00","-00:14:00","2024-08-01T05:01:00-05:00","2024-08-01T05:16:00-05:00","-00:25:00","2024-08-01T05:54:00-05:00","2024-08-01T05:31:00-05:00","-00:26:00","2024-08-01T05:53:00-05:00","2024-08-01T05:42:00-05:00","2","F3",0,list("None"),66.93
"JL",131,"OKC","ORD","2024-08-01","07:30","US",7399,"00:55:00","2024-08-01T06:14:00-05:00",NA,"01:02:00","2024-08-01T06:21:00-05:00","2024-08-01T06:31:00-05:00","01:08:00","2024-08-01T08:38:00-05:00",NA,"01:06:00","2024-08-01T08:36:00-05:00","2024-08-01T08:22:00-05:00","3","L9",0,list("None"),692.37
"EI",131,"OKC","ORD","2024-08-01","07:30","US",7429,"00:55:00","2024-08-01T06:14:00-05:00",NA,"01:02:00","2024-08-01T06:21:00-05:00","2024-08-01T06:31:00-05:00","01:08:00","2024-08-01T08:38:00-05:00",NA,"01:06:00","2024-08-01T08:36:00-05:00","2024-08-01T08:22:00-05:00","3","L9",0,list("None"),692.37
"AA",131,"OKC","ORD","2024-08-01","07:30","US",3516,"00:55:00","2024-08-01T06:14:00-05:00",NA,"01:02:00","2024-08-01T06:21:00-05:00","2024-08-01T06:31:00-05:00","01:08:00","2024-08-01T08:38:00-05:00",NA,"01:06:00","2024-08-01T08:36:00-05:00","2024-08-01T08:22:00-05:00","3","L9",0,list("None"),692.37
"AS",131,"OKC","ORD","2024-08-01","07:30","US",4654,"00:55:00","2024-08-01T06:14:00-05:00",NA,"01:02:00","2024-08-01T06:21:00-05:00","2024-08-01T06:31:00-05:00","01:08:00","2024-08-01T08:38:00-05:00",NA,"01:06:00","2024-08-01T08:36:00-05:00","2024-08-01T08:22:00-05:00","3","L9",0,list("None"),692.37
"JL",122,"ICT","ORD","2024-08-01","07:24","US",7651,"00:00:00","2024-08-01T05:22:00-05:00",NA,"00:00:00","2024-08-01T05:22:00-05:00","2024-08-01T05:35:00-05:00","00:00:00","2024-08-01T07:24:00-05:00",NA,"00:05:00","2024-08-01T07:29:00-05:00","2024-08-01T07:11:00-05:00","3","G12",0,list("None"),586.88
"AA",122,"ICT","ORD","2024-08-01","07:24","US",3915,"00:00:00","2024-08-01T05:22:00-05:00",NA,"00:00:00","2024-08-01T05:22:00-05:00","2024-08-01T05:35:00-05:00","00:00:00","2024-08-01T07:24:00-05:00",NA,"00:05:00","2024-08-01T07:29:00-05:00","2024-08-01T07:11:00-05:00","3","G12",0,list("None"),586.88
"BA",110,"FAR","ORD","2024-08-01","07:20","US",4390,"00:00:00","2024-08-01T05:30:00-05:00",NA,"-00:08:00","2024-08-01T05:22:00-05:00","2024-08-01T05:32:00-05:00","-00:16:00","2024-08-01T07:04:00-05:00",NA,"-00:15:00","2024-08-01T07:05:00-05:00","2024-08-01T06:53:00-05:00","3","L9",0,list("None"),555.98
"BA",103,"SGF","ORD","2024-08-01","07:13","US",5625,"00:00:00","2024-08-01T05:30:00-05:00",NA,"00:07:00","2024-08-01T05:37:00-05:00","2024-08-01T05:51:00-05:00","00:13:00","2024-08-01T07:26:00-05:00",NA,"00:16:00","2024-08-01T07:29:00-05:00","2024-08-01T07:14:00-05:00","3","L22",0,list("None"),438.15
"AS",110,"FAR","ORD","2024-08-01","07:20","US",6704,"00:00:00","2024-08-01T05:30:00-05:00",NA,"-00:08:00","2024-08-01T05:22:00-05:00","2024-08-01T05:32:00-05:00","-00:16:00","2024-08-01T07:04:00-05:00",NA,"-00:15:00","2024-08-01T07:05:00-05:00","2024-08-01T06:53:00-05:00","3","L9",0,list("None"),555.98
"WN",315,"AUS","ORD","2024-08-01","10:45","US",4838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,list("DEN"),1662.08
"UA",278,"SAT","ORD","2024-08-01","10:08","US",469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,list("IAH"),1116.45
"AA",110,"FAR","ORD","2024-08-01","07:20","US",3340,"00:00:00","2024-08-01T05:30:00-05:00",NA,"-00:08:00","2024-08-01T05:22:00-05:00","2024-08-01T05:32:00-05:00","-00:16:00","2024-08-01T07:04:00-05:00",NA,"-00:15:00","2024-08-01T07:05:00-05:00","2024-08-01T06:53:00-05:00","3","L9",0,list("None"),555.98
"AA",103,"SGF","ORD","2024-08-01","07:13","US",4129,"00:00:00","2024-08-01T05:30:00-05:00",NA,"00:07:00","2024-08-01T05:37:00-05:00","2024-08-01T05:51:00-05:00","00:13:00","2024-08-01T07:26:00-05:00",NA,"00:16:00","2024-08-01T07:29:00-05:00","2024-08-01T07:14:00-05:00","3","L22",0,list("None"),438.15
"BA",115,"XNA","ORD","2024-08-01","07:26","US",5746,"00:00:00","2024-08-01T05:31:00-05:00",NA,"-00:10:00","2024-08-01T05:21:00-05:00","2024-08-01T05:38:00-05:00","-00:11:00","2024-08-01T07:15:00-05:00",NA,"-00:13:00","2024-08-01T07:13:00-05:00","2024-08-01T07:04:00-05:00","3","L4",0,list("None"),521.83
"EI",115,"XNA","ORD","2024-08-01","07:26","US",7211,"00:00:00","2024-08-01T05:31:00-05:00",NA,"-00:10:00","2024-08-01T05:21:00-05:00","2024-08-01T05:38:00-05:00","-00:11:00","2024-08-01T07:15:00-05:00",NA,"-00:13:00","2024-08-01T07:13:00-05:00","2024-08-01T07:04:00-05:00","3","L4",0,list("None"),521.83
"JL",115,"XNA","ORD","2024-08-01","07:26","US",7443,"00:00:00","2024-08-01T05:31:00-05:00",NA,"-00:10:00","2024-08-01T05:21:00-05:00","2024-08-01T05:38:00-05:00","-00:11:00","2024-08-01T07:15:00-05:00",NA,"-00:13:00","2024-08-01T07:13:00-05:00","2024-08-01T07:04:00-05:00","3","L4",0,list("None"),521.83
"AS",115,"XNA","ORD","2024-08-01","07:26","US",6576,"00:00:00","2024-08-01T05:31:00-05:00",NA,"-00:10:00","2024-08-01T05:21:00-05:00","2024-08-01T05:38:00-05:00","-00:11:00","2024-08-01T07:15:00-05:00",NA,"-00:13:00","2024-08-01T07:13:00-05:00","2024-08-01T07:04:00-05:00","3","L4",0,list("None"),521.83
"AA",115,"XNA","ORD","2024-08-01","07:26","US",4088,"00:00:00","2024-08-01T05:31:00-05:00",NA,"-00:10:00","2024-08-01T05:21:00-05:00","2024-08-01T05:38:00-05:00","-00:11:00","2024-08-01T07:15:00-05:00",NA,"-00:13:00","2024-08-01T07:13:00-05:00","2024-08-01T07:04:00-05:00","3","L4",0,list("None"),521.83
"QF",93,"MSP","ORD","2024-08-01","07:07","US",4863,"00:00:00","2024-08-01T05:34:00-05:00",NA,"-00:05:00","2024-08-01T05:29:00-05:00","2024-08-01T05:42:00-05:00","-00:14:00","2024-08-01T06:53:00-05:00",NA,"-00:13:00","2024-08-01T06:54:00-05:00","2024-08-01T06:40:00-05:00","3","K16",0,list("None"),333.67
"BA",93,"MSP","ORD","2024-08-01","07:07","US",5054,"00:00:00","2024-08-01T05:34:00-05:00",NA,"-00:05:00","2024-08-01T05:29:00-05:00","2024-08-01T05:42:00-05:00","-00:14:00","2024-08-01T06:53:00-05:00",NA,"-00:13:00","2024-08-01T06:54:00-05:00","2024-08-01T06:40:00-05:00","3","K16",0,list("None"),333.67
"JL",93,"MSP","ORD","2024-08-01","07:07","US",7669,"00:00:00","2024-08-01T05:34:00-05:00",NA,"-00:05:00","2024-08-01T05:29:00-05:00","2024-08-01T05:42:00-05:00","-00:14:00","2024-08-01T06:53:00-05:00",NA,"-00:13:00","2024-08-01T06:54:00-05:00","2024-08-01T06:40:00-05:00","3","K16",0,list("None"),333.67
"MH",93,"MSP","ORD","2024-08-01","07:07","US",9603,"00:00:00","2024-08-01T05:34:00-05:00",NA,"-00:05:00","2024-08-01T05:29:00-05:00","2024-08-01T05:42:00-05:00","-00:14:00","2024-08-01T06:53:00-05:00",NA,"-00:13:00","2024-08-01T06:54:00-05:00","2024-08-01T06:40:00-05:00","3","K16",0,list("None"),333.67
"AA",93,"MSP","ORD","2024-08-01","07:07","US",2885,"00:00:00","2024-08-01T05:34:00-05:00",NA,"-00:05:00","2024-08-01T05:29:00-05:00","2024-08-01T05:42:00-05:00","-00:14:00","2024-08-01T06:53:00-05:00",NA,"-00:13:00","2024-08-01T06:54:00-05:00","2024-08-01T06:40:00-05:00","3","K16",0,list("None"),333.67
"AS",93,"MSP","ORD","2024-08-01","07:07","US",4415,"00:00:00","2024-08-01T05:34:00-05:00",NA,"-00:05:00","2024-08-01T05:29:00-05:00","2024-08-01T05:42:00-05:00","-00:14:00","2024-08-01T06:53:00-05:00",NA,"-00:13:00","2024-08-01T06:54:00-05:00","2024-08-01T06:40:00-05:00","3","K16",0,list("None"),333.67
"AA",114,"BNA","ORD","2024-08-01","07:30","US",6244,"00:00:00","2024-08-01T05:36:00-05:00",NA,"-00:08:00","2024-08-01T05:28:00-05:00","2024-08-01T05:43:00-05:00","-00:20:00","2024-08-01T07:10:00-05:00","2024-08-01T06:58:00-05:00","-00:25:00","2024-08-01T07:05:00-05:00","2024-08-01T06:58:00-05:00","3","G19",0,list("None"),409.79
"BA",114,"BNA","ORD","2024-08-01","07:30","US",1716,"00:00:00","2024-08-01T05:36:00-05:00",NA,"-00:08:00","2024-08-01T05:28:00-05:00","2024-08-01T05:43:00-05:00","-00:20:00","2024-08-01T07:10:00-05:00","2024-08-01T06:58:00-05:00","-00:25:00","2024-08-01T07:05:00-05:00","2024-08-01T06:58:00-05:00","3","G19",0,list("None"),409.79
"JL",114,"BNA","ORD","2024-08-01","07:30","US",7311,"00:00:00","2024-08-01T05:36:00-05:00",NA,"-00:08:00","2024-08-01T05:28:00-05:00","2024-08-01T05:43:00-05:00","-00:20:00","2024-08-01T07:10:00-05:00","2024-08-01T06:58:00-05:00","-00:25:00","2024-08-01T07:05:00-05:00","2024-08-01T06:58:00-05:00","3","G19",0,list("None"),409.79
"EI",114,"BNA","ORD","2024-08-01","07:30","US",7121,"00:00:00","2024-08-01T05:36:00-05:00",NA,"-00:08:00","2024-08-01T05:28:00-05:00","2024-08-01T05:43:00-05:00","-00:20:00","2024-08-01T07:10:00-05:00","2024-08-01T06:58:00-05:00","-00:25:00","2024-08-01T07:05:00-05:00","2024-08-01T06:58:00-05:00","3","G19",0,list("None"),409.79
"AS",114,"BNA","ORD","2024-08-01","07:30","US",4720,"00:00:00","2024-08-01T05:36:00-05:00",NA,"-00:08:00","2024-08-01T05:28:00-05:00","2024-08-01T05:43:00-05:00","-00:20:00","2024-08-01T07:10:00-05:00","2024-08-01T06:58:00-05:00","-00:25:00","2024-08-01T07:05:00-05:00","2024-08-01T06:58:00-05:00","3","G19",0,list("None"),409.79
"9X",117,"UIN","ORD","2024-08-01","07:37","US",489,NA,NA,NA,NA,NA,"2024-08-01T07:09:00-05:00",NA,NA,"2024-08-01T09:02:00-05:00",NA,NA,NA,NA,NA,0,list("None"),221.98
"AA",108,"FSD","ORD","2024-08-01","07:30","US",6050,"00:00:00","2024-08-01T05:42:00-05:00",NA,"-00:10:00","2024-08-01T05:32:00-05:00","2024-08-01T05:48:00-05:00","-00:21:00","2024-08-01T07:09:00-05:00","2024-08-01T07:02:00-05:00","-00:07:00","2024-08-01T07:23:00-05:00","2024-08-01T07:04:00-05:00","3","G9",0,list("None"),461.39
"AS",108,"FSD","ORD","2024-08-01","07:30","US",4693,"00:00:00","2024-08-01T05:42:00-05:00",NA,"-00:10:00","2024-08-01T05:32:00-05:00","2024-08-01T05:48:00-05:00","-00:21:00","2024-08-01T07:09:00-05:00","2024-08-01T07:02:00-05:00","-00:07:00","2024-08-01T07:23:00-05:00","2024-08-01T07:04:00-05:00","3","G9",0,list("None"),461.39
"JL",102,"OMA","ORD","2024-08-01","07:25","US",7401,"00:00:00","2024-08-01T05:43:00-05:00",NA,"-00:07:00","2024-08-01T05:36:00-05:00","2024-08-01T05:48:00-05:00","-00:13:00","2024-08-01T07:12:00-05:00",NA,"-00:11:00","2024-08-01T07:14:00-05:00","2024-08-01T06:59:00-05:00","3","G4",0,list("None"),415.01
"EI",102,"OMA","ORD","2024-08-01","07:25","US",7430,"00:00:00","2024-08-01T05:43:00-05:00",NA,"-00:07:00","2024-08-01T05:36:00-05:00","2024-08-01T05:48:00-05:00","-00:13:00","2024-08-01T07:12:00-05:00",NA,"-00:11:00","2024-08-01T07:14:00-05:00","2024-08-01T06:59:00-05:00","3","G4",0,list("None"),415.01
"AS",102,"OMA","ORD","2024-08-01","07:25","US",6165,"00:00:00","2024-08-01T05:43:00-05:00",NA,"-00:07:00","2024-08-01T05:36:00-05:00","2024-08-01T05:48:00-05:00","-00:13:00","2024-08-01T07:12:00-05:00",NA,"-00:11:00","2024-08-01T07:14:00-05:00","2024-08-01T06:59:00-05:00","3","G4",0,list("None"),415.01
"AA",102,"OMA","ORD","2024-08-01","07:25","US",1754,"00:00:00","2024-08-01T05:43:00-05:00",NA,"-00:07:00","2024-08-01T05:36:00-05:00","2024-08-01T05:48:00-05:00","-00:13:00","2024-08-01T07:12:00-05:00",NA,"-00:11:00","2024-08-01T07:14:00-05:00","2024-08-01T06:59:00-05:00","3","G4",0,list("None"),415.01
"AA",74,"ATW","ORD","2024-08-01","06:59","US",6048,"00:00:00","2024-08-01T05:45:00-05:00",NA,"-00:09:00","2024-08-01T05:36:00-05:00","2024-08-01T05:51:00-05:00","-00:14:00","2024-08-01T06:45:00-05:00","2024-08-01T06:34:00-05:00","-00:10:00","2024-08-01T06:49:00-05:00","2024-08-01T06:34:00-05:00","3","K2",0,list("None"),161.07
"NK",147,"DFW","ORD","2024-08-01","08:12","US",2704,"00:00:00","2024-08-01T05:45:00-05:00",NA,"-00:05:00","2024-08-01T05:40:00-05:00","2024-08-01T05:54:00-05:00","00:07:00","2024-08-01T08:19:00-05:00",NA,"00:08:00","2024-08-01T08:20:00-05:00","2024-08-01T08:05:00-05:00","3","L5",0,list("None"),801.97
"BA",97,"MCI","ORD","2024-08-01","07:25","US",4869,"00:55:00","2024-08-01T06:43:00-05:00",NA,"00:49:00","2024-08-01T06:37:00-05:00","2024-08-01T06:51:00-05:00","00:51:00","2024-08-01T08:16:00-05:00",NA,"00:44:00","2024-08-01T08:09:00-05:00","2024-08-01T08:00:00-05:00","3","K20",0,list("None"),402.04
"JL",97,"MCI","ORD","2024-08-01","07:25","US",7661,"00:55:00","2024-08-01T06:43:00-05:00",NA,"00:49:00","2024-08-01T06:37:00-05:00","2024-08-01T06:51:00-05:00","00:51:00","2024-08-01T08:16:00-05:00",NA,"00:44:00","2024-08-01T08:09:00-05:00","2024-08-01T08:00:00-05:00","3","K20",0,list("None"),402.04
"EI",87,"DSM","ORD","2024-08-01","07:15","US",7489,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,list("None"),298.04
"AS",97,"MCI","ORD","2024-08-01","07:25","US",6064,"00:55:00","2024-08-01T06:43:00-05:00",NA,"00:49:00","2024-08-01T06:37:00-05:00","2024-08-01T06:51:00-05:00","00:51:00","2024-08-01T08:16:00-05:00",NA,"00:44:00","2024-08-01T08:09:00-05:00","2024-08-01T08:00:00-05:00","3","K20",0,list("None"),402.04
"AA",97,"MCI","ORD","2024-08-01","07:25","US",824,"00:55:00","2024-08-01T06:43:00-05:00",NA,"00:49:00","2024-08-01T06:37:00-05:00","2024-08-01T06:51:00-05:00","00:51:00","2024-08-01T08:16:00-05:00",NA,"00:44:00","2024-08-01T08:09:00-05:00","2024-08-01T08:00:00-05:00","3","K20",0,list("None"),402.04
"AS",145,"PHL","ORD","2024-08-01","07:24","US",6087,"00:00:00","2024-08-01T05:59:00-04:00",NA,"-00:01:00","2024-08-01T05:58:00-04:00","2024-08-01T06:15:00-04:00","-00:19:00","2024-08-01T07:05:00-05:00",NA,"-00:10:00","2024-08-01T07:14:00-05:00","2024-08-01T06:52:00-05:00","3","K8",0,list("None"),676.25
"AA",145,"PHL","ORD","2024-08-01","07:24","US",1652,"00:00:00","2024-08-01T05:59:00-04:00",NA,"-00:01:00","2024-08-01T05:58:00-04:00","2024-08-01T06:15:00-04:00","-00:19:00","2024-08-01T07:05:00-05:00",NA,"-00:10:00","2024-08-01T07:14:00-05:00","2024-08-01T06:52:00-05:00","3","K8",0,list("None"),676.25
"9X",100,"BRL","ORD","2024-08-01","07:40","US",442,NA,NA,NA,NA,NA,"2024-08-01T06:23:00-05:00",NA,NA,NA,NA,NA,"2024-08-01T07:47:00-05:00",NA,NA,0,list("None"),186.24
"BA",130,"ATL","ORD","2024-08-01","07:10","US",1674,"00:00:00","2024-08-01T06:00:00-04:00",NA,"-00:06:00","2024-08-01T05:54:00-04:00","2024-08-01T06:15:00-04:00","-00:16:00","2024-08-01T06:54:00-05:00",NA,"-00:17:00","2024-08-01T06:53:00-05:00","2024-08-01T06:44:00-05:00","3","H17",0,list("None"),606.66
"BA",171,"AUS","ORD","2024-08-01","08:51","US",1690,"00:00:00","2024-08-01T06:00:00-05:00",NA,"00:03:00","2024-08-01T06:03:00-05:00","2024-08-01T06:20:00-05:00","00:22:00","2024-08-01T09:13:00-05:00",NA,"00:22:00","2024-08-01T09:13:00-05:00","2024-08-01T08:57:00-05:00","3","K16",0,list("None"),978.4
"BA",160,"LGA","ORD","2024-08-01","07:40","US",4829,"02:00:00","2024-08-01T08:00:00-04:00",NA,"01:56:00","2024-08-01T07:56:00-04:00","2024-08-01T08:14:00-04:00","01:36:00","2024-08-01T09:16:00-05:00",NA,"01:30:00","2024-08-01T09:10:00-05:00","2024-08-01T09:02:00-05:00","3","H11A",0,list("None"),731.39
"AS",69,"MLI","ORD","2024-08-01","07:09","US",6021,"00:00:00","2024-08-01T06:00:00-05:00",NA,"-00:07:00","2024-08-01T05:53:00-05:00","2024-08-01T06:05:00-05:00","-00:15:00","2024-08-01T06:54:00-05:00","2024-08-01T06:40:00-05:00","-00:11:00","2024-08-01T06:58:00-05:00","2024-08-01T06:43:00-05:00","3","H1A",0,list("None"),139.14
"BA",254,"SFO","ORD","2024-08-01","12:14","US",5769,"00:00:00","2024-08-01T06:00:00-07:00",NA,"-00:07:00","2024-08-01T05:53:00-07:00","2024-08-01T06:07:00-07:00","-00:18:00","2024-08-01T11:56:00-05:00",NA,"-00:16:00","2024-08-01T11:58:00-05:00","2024-08-01T11:45:00-05:00","3","K20",0,list("None"),1842.58
"BA",175,"SAT","ORD","2024-08-01","08:55","US",5571,"00:00:00","2024-08-01T06:00:00-05:00",NA,"-00:12:00","2024-08-01T05:48:00-05:00","2024-08-01T06:10:00-05:00","00:14:00","2024-08-01T09:09:00-05:00",NA,"00:18:00","2024-08-01T09:13:00-05:00","2024-08-01T08:53:00-05:00","3","K9",0,list("None"),1042.31
"AA",69,"MLI","ORD","2024-08-01","07:09","US",6153,"00:00:00","2024-08-01T06:00:00-05:00",NA,"-00:07:00","2024-08-01T05:53:00-05:00","2024-08-01T06:05:00-05:00","-00:15:00","2024-08-01T06:54:00-05:00","2024-08-01T06:40:00-05:00","-00:11:00","2024-08-01T06:58:00-05:00","2024-08-01T06:43:00-05:00","3","H1A",0,list("None"),139.14
"IB",254,"SFO","ORD","2024-08-01","12:14","US",4876,"00:00:00","2024-08-01T06:00:00-07:00",NA,"-00:07:00","2024-08-01T05:53:00-07:00","2024-08-01T06:07:00-07:00","-00:18:00","2024-08-01T11:56:00-05:00",NA,"-00:16:00","2024-08-01T11:58:00-05:00","2024-08-01T11:45:00-05:00","3","K20",0,list("None"),1842.58
"IB",171,"AUS","ORD","2024-08-01","08:51","US",4568,"00:00:00","2024-08-01T06:00:00-05:00",NA,"00:03:00","2024-08-01T06:03:00-05:00","2024-08-01T06:20:00-05:00","00:22:00","2024-08-01T09:13:00-05:00",NA,"00:22:00","2024-08-01T09:13:00-05:00","2024-08-01T08:57:00-05:00","3","K16",0,list("None"),978.4
"IB",175,"SAT","ORD","2024-08-01","08:55","US",4070,"00:00:00","2024-08-01T06:00:00-05:00",NA,"-00:12:00","2024-08-01T05:48:00-05:00","2024-08-01T06:10:00-05:00","00:14:00","2024-08-01T09:09:00-05:00",NA,"00:18:00","2024-08-01T09:13:00-05:00","2024-08-01T08:53:00-05:00","3","K9",0,list("None"),1042.31
"QR",171,"AUS","ORD","2024-08-01","08:51","US",7604,"00:00:00","2024-08-01T06:00:00-05:00",NA,"00:03:00","2024-08-01T06:03:00-05:00","2024-08-01T06:20:00-05:00","00:22:00","2024-08-01T09:13:00-05:00",NA,"00:22:00","2024-08-01T09:13:00-05:00","2024-08-01T08:57:00-05:00","3","K16",0,list("None"),978.4
"QF",254,"SFO","ORD","2024-08-01","12:14","US",3191,"00:00:00","2024-08-01T06:00:00-07:00",NA,"-00:07:00","2024-08-01T05:53:00-07:00","2024-08-01T06:07:00-07:00","-00:18:00","2024-08-01T11:56:00-05:00",NA,"-00:16:00","2024-08-01T11:58:00-05:00","2024-08-01T11:45:00-05:00","3","K20",0,list("None"),1842.58
"QF",130,"ATL","ORD","2024-08-01","07:10","US",4862,"00:00:00","2024-08-01T06:00:00-04:00",NA,"-00:06:00","2024-08-01T05:54:00-04:00","2024-08-01T06:15:00-04:00","-00:16:00","2024-08-01T06:54:00-05:00",NA,"-00:17:00","2024-08-01T06:53:00-05:00","2024-08-01T06:44:00-05:00","3","H17",0,list("None"),606.66
"MH",130,"ATL","ORD","2024-08-01","07:10","US",9484,"00:00:00","2024-08-01T06:00:00-04:00",NA,"-00:06:00","2024-08-01T05:54:00-04:00","2024-08-01T06:15:00-04:00","-00:16:00","2024-08-01T06:54:00-05:00",NA,"-00:17:00","2024-08-01T06:53:00-05:00","2024-08-01T06:44:00-05:00","3","H17",0,list("None"),606.66
"JL",175,"SAT","ORD","2024-08-01","08:55","US",7423,"00:00:00","2024-08-01T06:00:00-05:00",NA,"-00:12:00","2024-08-01T05:48:00-05:00","2024-08-01T06:10:00-05:00","00:14:00","2024-08-01T09:09:00-05:00",NA,"00:18:00","2024-08-01T09:13:00-05:00","2024-08-01T08:53:00-05:00","3","K9",0,list("None"),1042.31
"JL",130,"ATL","ORD","2024-08-01","07:10","US",7481,"00:00:00","2024-08-01T06:00:00-04:00",NA,"-00:06:00","2024-08-01T05:54:00-04:00","2024-08-01T06:15:00-04:00","-00:16:00","2024-08-01T06:54:00-05:00",NA,"-00:17:00","2024-08-01T06:53:00-05:00","2024-08-01T06:44:00-05:00","3","H17",0,list("None"),606.66
"EI",175,"SAT","ORD","2024-08-01","08:55","US",7462,"00:00:00","2024-08-01T06:00:00-05:00",NA,"-00:12:00","2024-08-01T05:48:00-05:00","2024-08-01T06:10:00-05:00","00:14:00","2024-08-01T09:09:00-05:00",NA,"00:18:00","2024-08-01T09:13:00-05:00","2024-08-01T08:53:00-05:00","3","K9",0,list("None"),1042.31
